通道编号,平均高度(km),水云(LW)_综合得分,过冷水云(SLW)_综合得分,混合云(MP)_综合得分,冰云(Ice)_综合得分
105,3.19753,0.26021716307537957,0.24125447954498602,0.2697558543124789,0.4132715351800171
106,3.19753,0.2732057991644704,0.21588428714600172,0.30093010428205075,0.3878039920086309
107,3.724115,0.17021862350616843,0.13652075996560228,0.12330584905593071,0.13047518963808483
108,4.12129,0.16119549334999428,0.13202305790906257,0.13701683833568448,0.1296509486806802
109,4.254995,0.19426235345460632,0.12929728974207738,0.13312775056087467,0.1727598838942527
110,4.254995,0.12189669362781293,0.08638211467136664,0.19220413337044231,0.05349328293311989
111,4.254995,0.14045191185929412,0.0955783100344247,0.13273508549484522,0.10473470185153765
112,4.254995,0.13695682563058406,0.09821830169933082,0.14661250708825868,0.08867373382770677
113,4.254995,0.08832309027328396,0.12906954433198867,0.6221877370578951,0.03694270026421669
114,4.254995,0.11000872001925836,0.11145413507417756,0.16778021604469917,0.08763391799168506
115,5.63089,0.287406852169758,0.2802848685638169,0.27813222572210433,0.41095580746808474
116,5.63089,0.2791655453939778,0.2636552843621744,0.2728186969410989,0.4203053850197212
117,5.91158,0.37334544062681824,0.29494623235532774,0.5566211093403305,0.5835147774984933
118,6.772045,0.27881385983361784,0.250156894022988,0.21923199538986404,0.39255456496964
119,6.772045,0.30095287364073675,0.3355121981106281,0.28560718002751634,0.41026743040153435
120,6.772045,0.2542476639269912,0.27228384008302575,0.17704405215884345,0.29736160254384714
121,7.20793,0.24926183054779916,0.23422946255959065,0.17725940185528408,0.3196642276645036
122,7.20793,0.2756327976912976,0.2538199693454509,0.2365404119752341,0.3363990635753906
123,7.20793,0.302897188238168,0.26608289196074614,0.28046240973593095,0.4126223034236986
124,7.20793,0.2962841413094164,0.2394857072665362,0.3139695927759573,0.4052600469180095
125,7.20793,0.27114066255897307,0.29056536621573537,0.20407471213265027,0.35105890456069266
126,7.20793,0.31145046237359636,0.32060121451610946,0.32691526432327445,0.40539975605835993
127,7.20793,0.2300279868109334,0.2278286100862749,0.1478168749029142,0.2380698834401979
128,7.20793,0.37110280433216875,0.47332513060215725,0.3574057371764396,0.21549221576187272
129,7.20793,0.23837058156172508,0.13711118923498583,0.11903996179014172,0.15089101818066988
130,7.20793,0.23470000218326925,0.1688833365886623,0.12628022159256105,0.18386727446166587
131,7.20793,0.24767984797926323,0.17895553670082595,0.14121104807051024,0.2164677689387556
132,7.20793,0.251385821378559,0.3142204218117692,0.17101834861537232,0.19424027464561722
133,7.20793,0.22777182191827536,0.16076725623547108,0.1389687179300334,0.1790936255908154
134,7.20793,0.17701890716250215,0.1544870451144056,0.15107762867130184,0.1799181793710168
135,7.20793,0.16353523161922598,0.14866775994073303,0.2004139252691749,0.1614075253040114
136,7.20793,0.17280270763033764,0.16962009629866012,0.13330797708434391,0.21706258833421435
137,7.20793,0.20891110757943396,0.17728390293543017,0.12065447303492656,0.22931468433990065
138,7.20793,0.29565387031914164,0.2087883423457313,0.14416660846663784,0.29583698448155943
139,7.20793,0.3143882424281522,0.22088581353710887,0.19319692184511894,0.3267616374431134
140,7.20793,0.2539723975048313,0.18979157266640326,0.17254895725475947,0.3199016307490531
141,7.20793,0.21968911736320285,0.18213136862993995,0.12666604183242397,0.2895795615071784
142,7.20793,0.22950647931370774,0.18087985749362234,0.11891978866164639,0.26957499424406367
143,7.20793,0.25953130438832345,0.1790904214878738,0.11952493231291257,0.2745931503579987
144,7.20793,0.21663715399672956,0.1665618591917459,0.11513998294432808,0.25399959821075413
145,7.20793,0.21244043214827835,0.13635197388956366,0.10080036418737319,0.1778641453241998
146,7.20793,0.3149696338956117,0.18627347608198905,0.18740343330879197,0.287291755143173
147,7.20793,0.3469513163978603,0.23366624804188385,0.2693763783852286,0.3127312610941412
148,7.20793,0.34406756028802254,0.22539980785459776,0.2798973005680652,0.3236307754506003
149,7.20793,0.37751204032728364,0.25257247050962806,0.3421520564920515,0.33985650734697886
