通道编号,平均高度(km),水云(LW)_综合得分,过冷水云(SLW)_综合得分,混合云(MP)_综合得分,冰云(Ice)_综合得分
178,7.20793,0.2819114118755199,0.17668372889001246,0.13465696750881925,0.14053023400355327
179,7.20793,0.2795939575520817,0.19178471476659245,0.139092836907106,0.14530606342021735
180,7.20793,0.29345546510679976,0.20232447284855973,0.1331574019707529,0.16865783610812016
181,7.20793,0.3228905047476856,0.22060379088900497,0.13358223406727673,0.20740983113368094
182,7.20793,0.34638387896491435,0.24306126855812268,0.15971038389381856,0.23631902916789474
183,7.20793,0.344158878415684,0.23062441842646564,0.20526178293486497,0.21296125262320417
184,7.20793,0.34633197293487655,0.22910254631875607,0.25239143858666296,0.2428943812862566
185,7.654785,0.24088462994438112,0.19500879785966777,0.3100750547030089,0.114926631759021
186,7.654785,0.2678995573433958,0.2567734516241288,0.38595440218202687,0.08899902192305
187,7.654785,0.2533084028951577,0.17426924564327606,0.20260280281584533,0.10253736916158777
188,7.654785,0.22905072303087928,0.14246413434028835,0.13799298703581866,0.12176086429766321
189,7.654785,0.22600092514502598,0.16129354776239785,0.1420647338428226,0.12580341406238604
190,7.654785,0.23764621294856178,0.16724631491836617,0.1310288167585557,0.14832917268437099
191,7.654785,0.26632242049246424,0.1817696334268503,0.11748301520643432,0.1924306422254555
192,7.654785,0.2929153525107778,0.20896029307528338,0.131762548530816,0.22684696464377838
193,8.25267,0.30247782552703023,0.19466365855339315,0.1821020898750557,0.2053596097913473
194,9.175465,0.3423842101051042,0.22236711175171345,0.30065582736001284,0.24940299883611564
195,9.332755,0.33866708469019885,0.2182186578208567,0.2988308053357834,0.23781277148099023
196,9.332755,0.339076353254695,0.21959589370077592,0.25396130496469616,0.2313168489349374
197,9.80734,0.30862248286936933,0.1954631287852576,0.23759839963014884,0.23289973956424584
198,9.80734,0.32503139758223715,0.23087410986232929,0.1708641851096024,0.1782174379457577
199,9.80734,0.31663077748239765,0.22438349560959614,0.17032206613416087,0.19807807626214016
200,9.80734,0.30896690314745817,0.22910583411180804,0.13084146602273516,0.13963249448561696
201,9.80734,0.31658005628320735,0.227822729222625,0.13476629053620018,0.1509264698553914
202,9.80734,0.31003905524111813,0.21432456723624752,0.16660541445799096,0.19478743798753315
203,9.80734,0.28522156534551674,0.20561543384435477,0.11569223213564832,0.12282503816332639
204,9.80734,0.30514942435971826,0.21922182910276378,0.12293887272803804,0.11232625040862047
205,9.80734,0.30580921789847043,0.20937119963658055,0.15000408931842946,0.17665009889657537
206,9.80734,0.29446451156349424,0.20228311361530996,0.11517773820464981,0.12812793286902185
207,9.80734,0.30431038243752906,0.2033839838187905,0.1526949732738799,0.14837440729332016
208,10.2838,0.30016218907682696,0.19972381155235716,0.16383913585805684,0.17606855848764333
209,10.2838,0.33415216158373756,0.2221723523535074,0.15497745813075323,0.16673159291639125
210,10.2838,0.3097395559560128,0.21413687700962625,0.1527365873249341,0.16717992939286955
211,10.2838,0.2889150191263172,0.1866864217673783,0.1350330297192313,0.1480738667569874
212,10.2838,0.29995406917120043,0.20220286457907224,0.18614644574224823,0.19089205949512958
213,10.2838,0.3542635503576912,0.3091801679391479,0.16408859512699592,0.09156244133265667
214,10.2838,0.3319754913173632,0.2487167420375789,0.1289163367240235,0.09832697810857621
215,10.2838,0.3353058535314493,0.25275652993760994,0.12668218094703623,0.06930946260286423
216,10.2838,0.32065938270557853,0.23028941802587313,0.1233722827446842,0.08869403267108338
217,10.2838,0.37032796814849417,0.2728313645580992,0.145960639628458,0.09920030121708201
218,10.2838,0.3708251709725366,0.29476195980964204,0.14542524571911214,0.08948405361751727
219,10.2838,0.34771350272599516,0.28758954026162115,0.14265239067465071,0.08845499863642597
220,10.2838,0.33320170942060023,0.2226795938629652,0.14302495734818357,0.07390714942462673
221,10.2838,0.2990526954146484,0.20458481369413872,0.12919915869548304,0.11567532442608541
222,10.2838,0.3091470219450357,0.2099837100817704,0.1254119921249129,0.10499776606371918
223,10.2838,0.29336069623769645,0.2503254684241702,0.15999204951229287,0.12078437985493641
224,10.2838,0.29801097876900273,0.20719512452416897,0.1345701424272179,0.12838248363598964
225,10.2838,0.256957408719906,0.19848147847149955,0.12223970086328052,0.11609659602885326
226,10.2838,0.25020385876115503,0.16860897788951681,0.12463843229747817,0.12114248826332087
